date,concentration,source_1,source_3,source_4,source_2,source_6,source_5
2008-01-01,15416.666666666668,14204.595901572748,783.2000255989839,433.13576442169585,181.45461373833854,238.15622243102163,1013.8703265609754
2008-01-04,16250,10952.911976531144,2023.0963691922136,2267.753417957733,175.96017156064386,562.5598322761479,-77.0088949661887
2008-01-07,34160.00000000001,NA,NA,NA,NA,NA,NA
2008-01-10,9750,5264.605941190803,1333.978801840954,762.4150735353787,39.22700539631402,445.96675035681,2067.3732278682705
2008-01-13,9516.666666666666,5917.326319351636,372.72259759104224,438.2549370558512,77.2912317261075,274.86181849181594,346.30905390001016
2008-01-16,4783.333333333333,1045.2437948258782,852.4138687291038,930.9754700811386,95.65398875453717,323.1387777514661,642.8902549754695
2008-01-19,12366.666666666668,10759.21722049564,374.2527723910731,469.5238650227683,176.10469767104004,127.80183266619413,891.5549606752712
2008-01-22,13850,NA,NA,NA,NA,NA,NA
2008-01-25,8975.000000000002,6427.055109872927,738.7275928152732,602.9625403333447,31.54819095144296,238.5276216247577,314.7121915930742
2008-01-28,17250,NA,NA,NA,NA,NA,NA
2008-01-31,8733.333333333332,3691.0655161421264,1904.5052100925539,780.9001569023001,146.9631753805676,299.334393990887,823.131753867233
2008-02-03,28050,34627.54947161307,736.1856251152071,964.069007127629,-11.649743900751712,289.002140182568,-2838.2017971555315
2008-02-06,24025,17273.677109228993,2122.7245856564314,916.1910577719236,-15.593817102583504,755.7902356580207,3574.3885585436396
2008-02-09,24340,27778.36581220615,323.5217427139046,271.4487748233304,145.0903653132206,270.57279165586914,-1743.6245290965824
2008-02-12,16660,8648.439479379362,1168.7878144920555,1274.4482377305856,128.94526955587608,620.2020342176262,-190.1338357511169
2008-02-15,19040,15734.821075398835,1009.174716476311,806.7643468023215,-47.44115576529264,284.06955765984196,-28.09581148787498
2008-02-18,7380,NA,NA,NA,NA,NA,NA
2008-02-21,8280.000000000002,4246.832830784959,313.4014167705498,444.24466817674266,-7.643039722151577,279.2611365449773,1561.1711251560166
2008-02-24,16466.666666666668,14448.344807597563,-446.1799782966731,589.3684152706563,127.17242334009309,125.05252007327846,194.35183894093083
2008-02-27,10380,7591.118036817629,900.7195862390439,423.01644600729543,-15.467137728287437,191.92623714363364,-97.7122757146635
2008-03-01,10783.333333333334,9350.311964482842,727.412817242733,318.0234213257844,18.450386541178148,105.9512063150453,-340.67431727119276
2008-03-04,13150,8594.325787949414,699.7050290714892,33.962272749922846,1456.2951185126049,541.2675268629284,3023.6505599468273
2008-03-07,17983.333333333336,12467.244231918654,-21.128067111764217,201.10750676171665,219.2729020591606,493.6691756862951,1837.3893909026926
2008-03-10,12800,NA,NA,NA,NA,NA,NA
2008-03-13,11600,9781.668744098106,534.6249132129157,378.20581166184786,108.34884851500921,357.4059031739018,118.18600706992295
2008-03-16,8660,7802.475266983563,237.9261807546768,111.66872000172849,51.14851492858756,105.12793905033679,-19.635904513452232
2008-03-19,12816.666666666666,6375.124158426879,708.2456810091286,616.6484924893472,520.6282277229587,455.98559867383796,1870.4014547094496
2008-03-22,4616.666666666667,2509.451795440843,1164.5832196923839,451.02410891896506,14.957905103906223,160.59641456033893,461.0851556806407
2008-03-25,8333.333333333334,5717.4980941747135,1553.1377595358783,486.8378481083953,129.55819058603578,284.9778027881538,39.65962918279816
2008-03-28,18066.666666666668,15430.132220965526,947.7681146771906,492.9994689589364,110.1343540628488,125.57588243444262,-404.1963636724073
2008-03-31,7933.333333333334,NA,NA,NA,NA,NA,NA
2008-04-03,8783.333333333334,2689.920556221392,3861.2303918704956,1235.4805862382839,96.26638157083127,432.7588039734695,-244.89643683322262
2008-04-06,6366.666666666666,4878.292005393225,0.38593745512423483,5.156582093198074,50.32337971853628,34.55089227677444,539.4119731949727
2008-04-09,12166.666666666668,8875.067677458088,1265.3188742579407,189.67522548878753,677.4631235301176,546.8074108464098,311.71343538861555
2008-04-12,12459.999999999998,9471.757380118837,2391.9948290699567,657.8854063137969,52.23633914192585,212.81758623614948,430.236309483007
2008-04-14,4350,NA,NA,NA,NA,NA,NA
2008-04-15,6500,1848.4149254441902,2115.6497613272986,831.1845859411417,-0.2988810801053128,300.0852548878799,1265.2703879261278
2008-04-18,19466.666666666668,14937.779620809783,4049.618837115482,909.858855182059,7.3510143261841,1024.2523702275003,5413.4373740537885
2008-04-21,9750,NA,NA,NA,NA,NA,NA
2008-04-24,12200,5518.172985249612,5201.989464536889,278.17404613564287,108.10016916150599,150.5807778762118,896.1891227548869
2008-04-27,7620,5290.915539845316,1176.6275478757054,-122.36271732502937,501.15100044865164,191.77598036986961,1235.313550465764
2008-04-30,8566.666666666666,7265.938678024916,1535.5454948523698,237.7603185276579,-5.25256663463053,78.4222926979212,166.50127996013646
2008-05-03,13083.333333333332,13727.9371270785,898.4440496733756,-517.894409229306,591.8440280174511,70.69279020445076,-221.1471503819588
2008-05-06,13675,6321.175593593362,5048.572932035164,1118.6298298452439,65.11215980932722,514.2422577726379,2809.728725389488
2008-05-09,4660,1516.530257868417,825.6881148742342,211.53119353489942,17.31960296963454,173.63532194533303,1077.1256642020533
2008-05-12,3483.3333333333335,NA,NA,NA,NA,NA,NA
2008-05-15,14280,12599.567493723624,2225.623092338646,261.32321332931906,202.34767227888443,365.6041685686181,1456.4218705728645
2008-05-18,9800,6669.086228038368,1628.5415681517554,121.66558799389362,-14.371321839261162,55.07977815924523,368.0197792966107
2008-05-21,12719.999999999998,8343.216528238998,1529.725916143228,203.66035285805043,47.37535153129,107.34683297042199,1274.9682381997297
2008-05-24,4000,1867.7464299251405,981.7614694940181,85.97580206208006,23.803452575897534,379.60183524396837,1264.5387141718413
2008-05-27,18419.999999999996,NA,NA,NA,NA,NA,NA
2008-05-30,12633.333333333332,6471.338250921364,3771.6806689481664,576.1445216425406,1.6719591737061912,444.6411980922845,2816.3595131534207
2008-06-02,8516.666666666666,5735.868509796983,1299.1290263144783,-19.91296338301706,-10.191314212850797,136.5647584137364,1767.204117396169
2008-06-05,8333.333333333334,5910.304535944926,564.0548976854082,-71.24793672885791,-27.35272950443072,293.4007136697485,1746.0676235107298
2008-06-08,24750,19150.931150887056,1517.7125608084668,-659.2586844566886,151.3621074205076,-74.41318447014686,1730.0582229106649
2008-06-11,10100,4068.662818192451,1961.1783849038975,16.521567057904853,11.459473143748715,109.54449501311159,1504.8593421576713
2008-06-14,26740,23515.918959889626,226.59698457601036,-8.350384983980309,545.1424557216893,-278.4390882831866,8416.204677203246
2008-06-17,8266.666666666668,3653.8280091630795,1660.2152336755325,110.98699847651858,-39.08629810096465,96.44080346144648,2262.7647288686103
2008-06-20,17583.333333333332,15578.069111777673,845.0196748217132,-250.98851621138616,-45.350416170965545,127.17172767784939,1906.730104794013
2008-06-23,31233.333333333332,NA,NA,NA,NA,NA,NA
2008-06-26,29650,26309.133991939772,1291.6465743714903,-153.33696504883605,-84.57823204907234,-62.04896388240871,2881.742660446581
2008-06-29,20783.333333333332,12335.526279373433,6969.756146724539,146.88750296113028,86.10651401395643,-258.5451973191652,1274.6126886858876
2008-07-08,24816.666666666668,19909.911450357104,3770.941529199449,-370.4360808697338,133.044327722967,-137.3019358464578,-700.3367849796103
2008-07-11,8083.333333333334,2893.7884888283343,892.2717997211342,-95.95333872564703,-16.03628720902562,401.3573202210102,2717.5240022435573
2008-07-14,10783.333333333334,NA,NA,NA,NA,NA,NA
2008-07-17,22700,16577.93180714479,2465.417277189654,-342.4399855684599,61.38955484130818,109.84635109756482,1267.5807947661262
2008-07-20,14116.666666666668,1168.8607062676576,11088.023870435647,418.92388425878556,350.8535271451136,-195.7527930847875,-996.9160884164769
2008-07-23,19933.333333333332,17223.047330997433,1889.9446426838228,-821.8684887167095,306.5543887007159,63.53986891558081,1829.2363095599615
2008-07-26,20533.333333333332,14747.998019366194,1064.9548112589898,-675.0484904146317,107.77403757357537,80.14742697243908,768.4284683541812
2008-07-29,34800,17724.225895633288,1862.733839144888,-623.0251559746048,-86.87695706875617,56.5580872974999,5264.981494074944
2008-08-01,13083.333333333334,5316.849703990595,3094.0068154941628,-76.50057401121809,1.7137801791494585,241.12109055230235,2730.364050328156
2008-08-04,5050,NA,NA,NA,NA,NA,NA
