site_num,date_local,pm_tot,site
124,2007-10-28,3.4,queens
124,2007-10-29,6.2,queens
124,2007-10-30,15.8,queens
124,2007-10-31,17.5,queens
124,2007-11-01,8.3,queens
124,2007-11-02,4,queens
124,2007-11-03,3.7,queens
124,2007-11-04,10.4,queens
124,2007-11-05,11.8,queens
124,2007-11-06,8.2,queens
124,2007-11-07,4.8,queens
124,2007-11-08,9.4,queens
124,2007-11-09,11.2,queens
124,2007-11-10,7.5,queens
124,2007-11-11,9,queens
124,2007-11-12,19.7,queens
124,2007-11-13,29,queens
124,2007-11-14,30.1,queens
124,2007-11-15,13.9,queens
124,2007-11-16,3.6,queens
124,2007-11-17,7.2,queens
124,2007-11-18,3.6,queens
124,2007-11-19,4.3,queens
124,2007-11-20,10.9,queens
124,2007-11-21,30.2,queens
124,2007-11-22,22.2,queens
124,2007-11-23,3.3,queens
124,2007-11-24,7.9,queens
124,2007-11-25,17.6,queens
124,2007-11-26,11.8,queens
124,2007-11-27,6.3,queens
124,2007-11-28,6,queens
124,2007-11-29,9.8,queens
124,2007-11-30,11.2,queens
124,2007-12-01,6.2,queens
124,2007-12-02,12.6,queens
124,2007-12-03,9.2,queens
124,2007-12-04,2.9,queens
124,2007-12-05,9.5,queens
124,2007-12-06,8.2,queens
124,2007-12-07,21.5,queens
124,2007-12-08,29.3,queens
124,2007-12-09,21.5,queens
124,2007-12-10,16.7,queens
124,2007-12-11,13.7,queens
124,2007-12-12,11.6,queens
124,2007-12-13,6.7,queens
124,2007-12-14,20.6,queens
124,2007-12-15,4.5,queens
124,2007-12-16,4,queens
124,2007-12-17,3.3,queens
124,2007-12-18,17.4,queens
124,2007-12-19,18.7,queens
124,2007-12-20,20.8,queens
124,2007-12-21,8.7,queens
124,2007-12-22,8,queens
124,2007-12-23,5.4,queens
124,2007-12-24,5.3,queens
124,2007-12-25,9.5,queens
124,2007-12-26,14,queens
124,2007-12-27,16,queens
124,2007-12-28,18.1,queens
124,2007-12-29,8.5,queens
124,2007-12-30,11.8,queens
124,2007-12-31,13.2,queens
110,2008-01-01,16.6,bronx
110,2008-01-02,6.5,bronx
110,2008-01-03,5.2,bronx
110,2008-01-04,16.1,bronx
110,2008-01-05,29.4,bronx
110,2008-01-06,38.8,bronx
110,2008-01-07,40.2,bronx
110,2008-01-08,25.4,bronx
110,2008-01-09,5.9,bronx
110,2008-01-10,9.3,bronx
110,2008-01-11,11.4,bronx
110,2008-01-12,8.8,bronx
110,2008-01-13,9,bronx
110,2008-01-14,9.5,bronx
110,2008-01-15,10.6,bronx
110,2008-01-16,5.7,bronx
110,2008-01-17,9.8,bronx
110,2008-01-18,7.4,bronx
110,2008-01-19,13.9,bronx
110,2008-01-22,15.2,bronx
110,2008-01-23,11.7,bronx
110,2008-01-24,15.2,bronx
110,2008-01-25,9.3,bronx
110,2008-01-26,16.1,bronx
110,2008-01-27,15.6,bronx
110,2008-01-28,17.5,bronx
110,2008-01-29,34.3,bronx
110,2008-01-30,13.3,bronx
110,2008-01-31,9,bronx
110,2008-02-01,9.4,bronx
110,2008-02-02,15.7,bronx
110,2008-02-03,27.8,bronx
110,2008-02-05,28.3,bronx
110,2008-02-06,26,bronx
110,2008-02-07,6.2,bronx
110,2008-02-08,14.3,bronx
110,2008-02-09,25.9,bronx
110,2008-02-10,13.6,bronx
110,2008-02-11,7.1,bronx
110,2008-02-12,17.9,bronx
110,2008-02-13,12,bronx
110,2008-02-14,9.6,bronx
110,2008-02-15,20.6,bronx
110,2008-02-16,7.7,bronx
110,2008-02-17,9,bronx
110,2008-02-18,8.9,bronx
110,2008-02-19,10,bronx
110,2008-02-20,9.7,bronx
110,2008-02-21,8.8,bronx
110,2008-02-22,13.6,bronx
110,2008-02-23,17.1,bronx
110,2008-02-24,17.6,bronx
110,2008-02-27,11.2,bronx
110,2008-02-28,7.1,bronx
110,2008-02-29,13.5,bronx
110,2008-03-01,11.1,bronx
110,2008-03-02,9.6,bronx
110,2008-03-03,14.6,bronx
110,2008-03-04,14.3,bronx
110,2008-03-05,6.5,bronx
110,2008-03-07,16.1,bronx
110,2008-03-10,12.5,bronx
110,2008-03-13,11.9,bronx
110,2008-03-16,9,bronx
110,2008-03-17,4.4,bronx
110,2008-03-18,6.1,bronx
110,2008-03-19,10.2,bronx
110,2008-03-20,6.2,bronx
110,2008-03-21,4.2,bronx
110,2008-03-22,5.1,bronx
110,2008-03-23,4.8,bronx
110,2008-03-24,7.8,bronx
110,2008-03-25,8.6,bronx
110,2008-03-26,11.5,bronx
110,2008-03-27,17.3,bronx
110,2008-03-28,17.3,bronx
110,2008-03-29,6.2,bronx
110,2008-03-30,6.5,bronx
110,2008-03-31,9,bronx
110,2008-04-01,10.5,bronx
110,2008-04-02,6.7,bronx
110,2008-04-03,9.4,bronx
110,2008-04-04,14.1,bronx
110,2008-04-05,12.7,bronx
110,2008-04-06,6.6,bronx
110,2008-04-07,7.6,bronx
110,2008-04-08,8.4,bronx
110,2008-04-09,12,bronx
110,2008-04-10,14.5,bronx
110,2008-04-12,12.7,bronx
110,2008-04-13,4.4,bronx
110,2008-04-14,4.4,bronx
110,2008-04-15,6.3,bronx
110,2008-04-16,10.2,bronx
110,2008-04-17,17.5,bronx
110,2008-04-19,16.6,bronx
110,2008-04-20,10.5,bronx
110,2008-04-21,7.5,bronx
110,2008-04-22,8.5,bronx
110,2008-04-23,14,bronx
110,2008-04-24,11.8,bronx
110,2008-04-25,9.5,bronx
110,2008-04-26,7.5,bronx
110,2008-04-27,7.2,bronx
110,2008-04-29,5.2,bronx
110,2008-04-30,7.8,bronx
110,2008-05-01,13.4,bronx
110,2008-05-02,19.1,bronx
110,2008-05-03,11.3,bronx
110,2008-05-06,14.6,bronx
110,2008-05-07,16.2,bronx
110,2008-05-08,16.6,bronx
110,2008-05-09,4.6,bronx
110,2008-05-10,5.7,bronx
110,2008-05-11,4.3,bronx
110,2008-05-12,3.5,bronx
110,2008-05-13,3.9,bronx
110,2008-05-15,12.5,bronx
110,2008-05-16,8.9,bronx
110,2008-05-17,8.1,bronx
110,2008-05-18,9.5,bronx
110,2008-05-19,4,bronx
110,2008-05-20,13.3,bronx
110,2008-05-22,4.7,bronx
110,2008-05-23,4.4,bronx
110,2008-05-24,4.2,bronx
110,2008-05-25,5.9,bronx
110,2008-05-28,3.7,bronx
110,2008-05-29,5.2,bronx
110,2008-05-30,12.1,bronx
110,2008-05-31,14.7,bronx
110,2008-06-01,10.4,bronx
110,2008-06-02,7.6,bronx
110,2008-06-03,15.6,bronx
110,2008-06-05,7.7,bronx
110,2008-06-06,9.7,bronx
110,2008-06-07,24.9,bronx
110,2008-06-08,22.7,bronx
110,2008-06-09,20.8,bronx
110,2008-06-10,32.3,bronx
110,2008-06-11,9.8,bronx
110,2008-06-12,7.3,bronx
110,2008-06-13,8.5,bronx
110,2008-06-14,25.9,bronx
110,2008-06-15,16,bronx
110,2008-06-16,18.3,bronx
110,2008-06-17,7.6,bronx
110,2008-06-18,8.9,bronx
110,2008-06-19,8.8,bronx
110,2008-06-20,16.9,bronx
110,2008-06-21,18.7,bronx
110,2008-06-22,23,bronx
110,2008-06-23,33.9,bronx
110,2008-06-24,10.1,bronx
110,2008-06-25,12,bronx
110,2008-06-26,29.9,bronx
110,2008-06-27,20.8,bronx
110,2008-06-28,24.4,bronx
110,2008-06-29,23.2,bronx
110,2008-06-30,17.6,bronx
110,2008-07-01,18.8,bronx
110,2008-07-02,12,bronx
110,2008-07-03,22.6,bronx
110,2008-07-04,26.3,bronx
110,2008-07-05,26.9,bronx
110,2008-07-06,25.5,bronx
110,2008-07-07,18.5,bronx
110,2008-07-08,25.6,bronx
110,2008-07-09,19,bronx
110,2008-07-10,6.7,bronx
110,2008-07-11,7.7,bronx
110,2008-07-12,11.7,bronx
110,2008-07-13,6.6,bronx
110,2008-07-14,9.3,bronx
110,2008-07-15,15.4,bronx
110,2008-07-16,19.5,bronx
110,2008-07-17,21.2,bronx
110,2008-07-18,27.8,bronx
110,2008-07-19,28.7,bronx
110,2008-07-20,15.3,bronx
110,2008-07-21,13.9,bronx
110,2008-07-22,17.6,bronx
110,2008-07-23,17.4,bronx
110,2008-07-24,9.5,bronx
110,2008-07-25,12.9,bronx
110,2008-07-26,20.1,bronx
110,2008-07-27,13.8,bronx
110,2008-07-28,24.1,bronx
110,2008-07-29,32.7,bronx
110,2008-07-30,25.5,bronx
110,2008-07-31,23.4,bronx
110,2008-08-01,11.2,bronx
110,2008-08-02,14.6,bronx
110,2008-08-03,5,bronx
110,2008-08-04,4.3,bronx
110,2008-08-05,7.6,bronx
110,2008-08-06,15,bronx
110,2008-08-07,10.3,bronx
110,2008-08-08,6.4,bronx
110,2008-08-09,5.4,bronx
110,2008-08-10,11.3,bronx
110,2008-08-11,7,bronx
110,2008-08-12,4.1,bronx
110,2008-08-13,11.4,bronx
110,2008-08-14,18.3,bronx
110,2008-08-15,16.7,bronx
110,2008-08-16,8.3,bronx
110,2008-08-17,8.5,bronx
110,2008-08-18,20.7,bronx
110,2008-08-19,15.9,bronx
110,2008-08-20,4.4,bronx
110,2008-08-21,9.4,bronx
110,2008-08-22,8.5,bronx
110,2008-08-23,6.3,bronx
110,2008-08-24,7.3,bronx
110,2008-08-25,9.5,bronx
110,2008-08-26,4.1,bronx
110,2008-08-27,5.7,bronx
110,2008-08-28,8.5,bronx
110,2008-08-29,6.7,bronx
110,2008-08-30,12.7,bronx
110,2008-09-06,5,bronx
110,2008-09-07,5,bronx
110,2008-09-08,9.6,bronx
110,2008-09-09,11,bronx
110,2008-09-10,4.2,bronx
110,2008-09-11,4.6,bronx
110,2008-09-12,7.2,bronx
110,2008-09-13,12.3,bronx
110,2008-09-14,18.8,bronx
110,2008-09-15,4.5,bronx
110,2008-09-16,4.1,bronx
110,2008-09-17,9.2,bronx
110,2008-09-18,6.5,bronx
110,2008-09-19,4.4,bronx
110,2008-09-20,6.7,bronx
110,2008-09-21,15.8,bronx
110,2008-09-22,12.6,bronx
110,2008-09-23,6.1,bronx
110,2008-09-24,6.3,bronx
110,2008-09-25,5.6,bronx
110,2008-09-26,2.9,bronx
110,2008-09-27,3.6,bronx
110,2008-09-28,7,bronx
110,2008-09-29,4.8,bronx
110,2008-09-30,8.8,bronx
110,2008-10-01,11.1,bronx
110,2008-10-02,5.1,bronx
110,2008-10-03,7.2,bronx
110,2008-10-04,6.8,bronx
110,2008-10-05,16.6,bronx
110,2008-10-06,4.7,bronx
110,2008-10-07,6.2,bronx
110,2008-10-08,10.4,bronx
110,2008-10-09,16.3,bronx
110,2008-10-10,8.9,bronx
110,2008-10-11,6.4,bronx
110,2008-10-12,8.4,bronx
110,2008-10-13,14.8,bronx
110,2008-10-14,9.2,bronx
110,2008-10-15,9.7,bronx
110,2008-10-16,13.6,bronx
110,2008-10-17,4.1,bronx
110,2008-10-18,3.5,bronx
110,2008-10-19,4.5,bronx
110,2008-10-20,10.5,bronx
110,2008-10-21,11,bronx
110,2008-10-22,3.2,bronx
110,2008-10-23,7.2,bronx
110,2008-10-24,14.7,bronx
110,2008-10-25,5.2,bronx
110,2008-10-26,8.5,bronx
110,2008-10-27,13.3,bronx
110,2008-10-28,4.1,bronx
110,2008-10-29,3.8,bronx
110,2008-10-30,4.9,bronx
110,2008-10-31,9.8,bronx
110,2008-11-01,13.8,bronx
110,2008-11-02,6.3,bronx
110,2008-11-03,12.1,bronx
110,2008-11-04,25.8,bronx
110,2008-11-05,7.9,bronx
110,2008-11-06,2.5,bronx
110,2008-11-07,11.3,bronx
110,2008-11-08,15,bronx
110,2008-11-09,8.3,bronx
110,2008-11-10,7.1,bronx
110,2008-11-11,6.3,bronx
110,2008-11-12,10.1,bronx
110,2008-11-13,11.3,bronx
110,2008-11-14,11.7,bronx
110,2008-11-15,6.7,bronx
110,2008-11-16,2.1,bronx
110,2008-11-17,6.7,bronx
110,2008-11-18,4.6,bronx
110,2008-11-19,4.2,bronx
110,2008-11-20,11.3,bronx
110,2008-11-21,7.5,bronx
110,2008-11-22,4.2,bronx
110,2008-11-23,8.8,bronx
110,2008-11-24,15,bronx
110,2008-11-25,10.8,bronx
110,2008-11-26,9.6,bronx
110,2008-11-27,14.6,bronx
110,2008-11-28,16.3,bronx
110,2008-11-29,10.8,bronx
110,2008-11-30,8.8,bronx
110,2008-12-01,7.9,bronx
110,2008-12-02,7.1,bronx
110,2008-12-03,16.3,bronx
110,2008-12-04,16.1,bronx
110,2008-12-05,7.1,bronx
110,2008-12-06,17.9,bronx
110,2008-12-07,13.8,bronx
110,2008-12-09,9.6,bronx
110,2008-12-10,7.9,bronx
110,2008-12-11,5.8,bronx
110,2008-12-12,6.7,bronx
110,2008-12-13,6.7,bronx
110,2008-12-14,12.5,bronx
110,2008-12-15,9.2,bronx
110,2008-12-16,7.9,bronx
110,2008-12-18,14.6,bronx
110,2008-12-19,16.3,bronx
110,2008-12-20,9.6,bronx
110,2008-12-21,10,bronx
110,2008-12-22,7.1,bronx
110,2008-12-23,15.8,bronx
110,2008-12-24,15.4,bronx
110,2008-12-25,7.1,bronx
110,2008-12-26,12.9,bronx
110,2008-12-27,21.7,bronx
110,2008-12-28,7.5,bronx
110,2008-12-29,6.7,bronx
110,2008-12-30,7.1,bronx
110,2008-12-31,11.7,bronx
110,2008-01-01,16.2,bronx
110,2008-01-04,16.5,bronx
110,2008-01-07,37.3,bronx
110,2008-01-10,9.7,bronx
110,2008-01-13,8.6,bronx
110,2008-01-16,5.1,bronx
110,2008-01-19,13.6,bronx
110,2008-01-25,9,bronx
110,2008-01-28,17.3,bronx
110,2008-02-09,25.4,bronx
110,2008-02-12,17.1,bronx
110,2008-02-15,20.1,bronx
110,2008-02-21,8.6,bronx
110,2008-02-24,18.1,bronx
110,2008-02-27,10.5,bronx
110,2008-03-01,11.2,bronx
110,2008-03-04,14.9,bronx
110,2008-03-16,8.6,bronx
110,2008-03-19,10.5,bronx
110,2008-03-22,5.4,bronx
110,2008-03-25,8.8,bronx
110,2008-03-31,8.7,bronx
110,2008-04-06,6.2,bronx
110,2008-04-09,12.8,bronx
110,2008-04-12,12.2,bronx
110,2008-04-15,6.8,bronx
110,2008-04-18,19.3,bronx
110,2008-04-21,8.7,bronx
110,2008-04-24,10.9,bronx
110,2008-04-27,7.6,bronx
110,2008-04-30,8.2,bronx
110,2008-05-03,11.7,bronx
110,2008-05-06,14.2,bronx
110,2008-05-09,4.3,bronx
110,2008-05-12,3.3,bronx
110,2008-05-15,12.7,bronx
110,2008-05-18,8.9,bronx
110,2008-05-21,11.6,bronx
110,2008-05-24,4,bronx
110,2008-05-27,18.8,bronx
110,2008-05-30,12,bronx
110,2008-06-02,8,bronx
110,2008-06-05,7.9,bronx
110,2008-06-14,26.4,bronx
110,2008-06-17,7.7,bronx
110,2008-06-20,16.8,bronx
110,2008-06-23,33.4,bronx
110,2008-06-29,23.4,bronx
110,2008-07-02,11.8,bronx
110,2008-07-05,26.6,bronx
110,2008-07-08,26.6,bronx
110,2008-07-11,6.7,bronx
110,2008-07-17,21,bronx
110,2008-07-20,15,bronx
110,2008-07-23,17.5,bronx
110,2008-07-29,31.8,bronx
110,2008-08-01,12.3,bronx
110,2008-08-04,4.5,bronx
110,2008-08-07,11,bronx
110,2008-08-10,12.5,bronx
110,2008-08-13,11.5,bronx
110,2008-08-19,16.5,bronx
110,2008-08-22,8.6,bronx
110,2008-08-25,9.6,bronx
110,2008-08-28,8.4,bronx
110,2008-08-31,8.4,bronx
110,2008-09-03,8.5,bronx
110,2008-09-06,5.4,bronx
110,2008-09-09,11.2,bronx
110,2008-09-12,7.6,bronx
110,2008-09-15,4.6,bronx
110,2008-09-18,6.8,bronx
110,2008-09-21,16.3,bronx
110,2008-09-24,6.8,bronx
110,2008-09-28,6.5,bronx
110,2008-10-03,7.8,bronx
110,2008-10-06,5.4,bronx
110,2008-10-09,16.6,bronx
110,2008-10-12,8.5,bronx
110,2008-10-15,9.5,bronx
110,2008-10-18,3.9,bronx
110,2008-10-24,15.2,bronx
110,2008-10-27,13.7,bronx
110,2008-10-30,4.3,bronx
110,2008-11-08,15.4,bronx
110,2008-11-11,5.8,bronx
110,2008-11-14,12.1,bronx
110,2008-11-17,7.1,bronx
110,2008-11-29,10.4,bronx
110,2008-12-05,7.5,bronx
110,2008-12-08,5.8,bronx
110,2008-12-17,12.5,bronx
110,2008-12-26,13.3,bronx
134,2008-01-01,16.9,manhattan
134,2008-01-04,17.1,manhattan
134,2008-01-10,12.1,manhattan
134,2008-01-13,9.2,manhattan
134,2008-01-16,6.1,manhattan
134,2008-01-19,12.2,manhattan
134,2008-01-22,13.4,manhattan
134,2008-02-24,17.2,manhattan
134,2008-02-27,13.3,manhattan
134,2008-03-01,12.8,manhattan
134,2008-03-04,15.8,manhattan
134,2008-03-07,19.2,manhattan
134,2008-03-13,13,manhattan
134,2008-03-16,10.7,manhattan
134,2008-03-19,15.9,manhattan
134,2008-03-22,5.9,manhattan
134,2008-03-25,10.6,manhattan
134,2008-03-28,20.2,manhattan
134,2008-03-31,11.2,manhattan
134,2008-04-03,9.2,manhattan
134,2008-04-06,7,manhattan
134,2008-04-09,16.1,manhattan
134,2008-04-12,14,manhattan
134,2008-04-15,7.8,manhattan
134,2008-04-18,23.6,manhattan
134,2008-04-21,10.9,manhattan
134,2008-04-24,12.9,manhattan
134,2008-04-27,10.3,manhattan
134,2008-04-30,10.1,manhattan
134,2008-05-03,14.6,manhattan
134,2008-05-12,3.8,manhattan
134,2008-05-15,17.4,manhattan
134,2008-05-18,11,manhattan
134,2008-05-21,14.7,manhattan
134,2008-05-24,5,manhattan
134,2008-05-27,20,manhattan
134,2008-05-30,13.8,manhattan
134,2008-06-02,10.2,manhattan
134,2008-06-05,10.5,manhattan
134,2008-06-08,27.8,manhattan
134,2008-06-11,11.2,manhattan
134,2008-06-14,31.4,manhattan
134,2008-06-17,9.9,manhattan
134,2008-06-20,18.6,manhattan
134,2008-06-23,32.5,manhattan
134,2008-06-26,31.8,manhattan
134,2008-06-29,20.3,manhattan
134,2008-07-02,12.8,manhattan
134,2008-07-05,23.9,manhattan
134,2008-07-08,25.8,manhattan
134,2008-07-11,9.2,manhattan
134,2008-07-14,12.4,manhattan
134,2008-07-17,25.2,manhattan
134,2008-07-20,14.9,manhattan
134,2008-07-23,23.9,manhattan
134,2008-07-26,22,manhattan
134,2008-07-29,37.4,manhattan
134,2008-08-01,14,manhattan
134,2008-08-04,6.4,manhattan
134,2008-08-07,11.4,manhattan
134,2008-08-10,12.8,manhattan
134,2008-08-13,12.1,manhattan
134,2008-08-16,9.8,manhattan
134,2008-08-19,18.2,manhattan
134,2008-08-22,9.4,manhattan
134,2008-08-28,9.3,manhattan
134,2008-08-31,10,manhattan
134,2008-09-03,9.5,manhattan
134,2008-09-06,6,manhattan
134,2008-09-09,12.2,manhattan
134,2008-09-12,7.2,manhattan
134,2008-09-15,6.5,manhattan
134,2008-09-18,8.3,manhattan
134,2008-09-21,17.7,manhattan
134,2008-09-24,8,manhattan
134,2008-09-27,6.8,manhattan
134,2008-09-30,11.5,manhattan
134,2008-10-03,8.8,manhattan
134,2008-10-06,6.8,manhattan
134,2008-10-09,18.6,manhattan
134,2008-10-12,9.5,manhattan
134,2008-10-15,9.6,manhattan
134,2008-10-18,4.8,manhattan
134,2008-10-21,10.8,manhattan
134,2008-10-24,11.8,manhattan
134,2008-10-27,12.6,manhattan
134,2008-10-30,5.8,manhattan
134,2008-11-02,6.3,manhattan
134,2008-11-05,9.2,manhattan
134,2008-11-08,17.1,manhattan
134,2008-11-11,7.1,manhattan
134,2008-11-14,10,manhattan
134,2008-11-20,12.9,manhattan
134,2008-11-23,11.3,manhattan
134,2008-11-26,10.4,manhattan
134,2008-11-29,12.1,manhattan
134,2008-12-02,9.2,manhattan
134,2008-12-05,8.8,manhattan
134,2008-12-08,7.5,manhattan
134,2008-12-11,7.5,manhattan
134,2008-12-14,11.7,manhattan
134,2008-12-17,12.9,manhattan
134,2008-12-23,16.3,manhattan
134,2008-12-26,12.5,manhattan
134,2008-12-29,9.2,manhattan
124,2008-01-01,14.8,queens
124,2008-01-02,5.2,queens
124,2008-01-03,4.8,queens
124,2008-01-04,16,queens
124,2008-01-05,26,queens
124,2008-01-06,34.3,queens
124,2008-01-07,30.5,queens
124,2008-01-08,21.7,queens
124,2008-01-09,4,queens
124,2008-01-10,9.7,queens
124,2008-01-11,8.1,queens
124,2008-01-12,7.9,queens
124,2008-01-13,8.6,queens
124,2008-01-14,6.2,queens
124,2008-01-15,9.2,queens
124,2008-01-16,3.5,queens
124,2008-01-17,5.5,queens
124,2008-01-18,6.4,queens
124,2008-01-19,11.6,queens
124,2008-01-20,8,queens
124,2008-01-21,11.8,queens
124,2008-01-22,12.2,queens
124,2008-01-23,11.2,queens
124,2008-01-24,15.3,queens
124,2008-01-25,8.5,queens
124,2008-01-26,14.7,queens
124,2008-01-27,13,queens
124,2008-01-28,17,queens
124,2008-01-29,30.1,queens
124,2008-01-30,10.2,queens
124,2008-02-01,8,queens
124,2008-02-02,14.1,queens
124,2008-02-03,31.8,queens
124,2008-02-04,21.1,queens
124,2008-02-05,26.8,queens
124,2008-02-06,21,queens
124,2008-02-07,5.3,queens
124,2008-02-08,14.8,queens
124,2008-02-09,22.3,queens
124,2008-02-10,11.8,queens
124,2008-02-11,6.2,queens
124,2008-02-12,18.5,queens
124,2008-02-13,7.5,queens
124,2008-02-14,9.3,queens
124,2008-02-15,17.5,queens
124,2008-02-16,7.7,queens
124,2008-02-17,7.8,queens
124,2008-02-18,6.4,queens
124,2008-02-19,8.3,queens
124,2008-02-20,8.8,queens
124,2008-02-21,8.8,queens
124,2008-02-22,9,queens
124,2008-02-23,13,queens
124,2008-02-24,16.6,queens
124,2008-02-25,30.3,queens
124,2008-02-26,30.8,queens
124,2008-02-27,9.1,queens
124,2008-02-28,6.1,queens
124,2008-02-29,11.4,queens
124,2008-03-01,10,queens
124,2008-03-02,8,queens
124,2008-03-03,12.9,queens
124,2008-03-04,10.2,queens
124,2008-03-05,5.5,queens
124,2008-03-06,8.9,queens
124,2008-03-07,13.8,queens
124,2008-03-08,6.3,queens
124,2008-03-09,4.7,queens
124,2008-03-10,12.7,queens
124,2008-03-11,20.7,queens
124,2008-03-12,14.2,queens
124,2008-03-13,9.1,queens
124,2008-03-14,17.8,queens
124,2008-03-15,6.2,queens
124,2008-03-16,7.5,queens
124,2008-03-17,2.8,queens
124,2008-03-18,4.5,queens
124,2008-03-19,11.1,queens
124,2008-03-20,5.1,queens
124,2008-03-21,3.8,queens
124,2008-03-22,4.2,queens
124,2008-03-23,4.2,queens
124,2008-03-24,7,queens
124,2008-03-25,6.7,queens
124,2008-03-26,11.2,queens
124,2008-03-27,18.2,queens
124,2008-03-28,16.4,queens
124,2008-03-29,5.3,queens
124,2008-03-30,5.6,queens
124,2008-03-31,6,queens
124,2008-04-01,7.5,queens
124,2008-04-02,6,queens
124,2008-04-03,7.6,queens
124,2008-04-04,12.9,queens
124,2008-04-05,11.2,queens
124,2008-04-06,5.3,queens
124,2008-04-07,6.7,queens
124,2008-04-08,7.4,queens
124,2008-04-09,10.4,queens
124,2008-04-11,10.1,queens
124,2008-04-12,10.9,queens
124,2008-04-13,4,queens
124,2008-04-14,4.3,queens
124,2008-04-15,5.8,queens
124,2008-04-16,9.6,queens
124,2008-04-17,15.4,queens
124,2008-04-18,17.4,queens
124,2008-04-19,16,queens
124,2008-04-20,8.1,queens
124,2008-04-21,9.1,queens
124,2008-04-22,6.8,queens
124,2008-04-23,13.9,queens
124,2008-04-24,11.7,queens
124,2008-04-25,9.2,queens
124,2008-04-26,6.8,queens
124,2008-04-27,6.5,queens
124,2008-04-28,11.4,queens
124,2008-04-29,5.4,queens
124,2008-04-30,8.2,queens
124,2008-05-01,12.5,queens
124,2008-05-02,18.5,queens
124,2008-05-03,11,queens
124,2008-05-04,9.6,queens
124,2008-05-05,6.9,queens
124,2008-05-06,12.8,queens
124,2008-05-07,16.5,queens
124,2008-05-08,16.2,queens
124,2008-05-09,3.6,queens
124,2008-05-10,4.7,queens
124,2008-05-11,3.9,queens
124,2008-05-12,2.5,queens
124,2008-05-13,3.1,queens
124,2008-05-14,7.9,queens
124,2008-05-15,12.1,queens
124,2008-05-16,8,queens
124,2008-05-17,7.6,queens
124,2008-05-18,8.9,queens
124,2008-05-19,3.8,queens
124,2008-05-20,12.6,queens
124,2008-05-21,12.6,queens
124,2008-05-22,4.8,queens
124,2008-05-23,4,queens
124,2008-05-24,4,queens
124,2008-05-25,5.4,queens
124,2008-05-26,10.4,queens
124,2008-05-27,16.5,queens
124,2008-05-28,3.2,queens
124,2008-05-29,6,queens
124,2008-05-30,12.1,queens
124,2008-05-31,12.6,queens
124,2008-06-01,10.2,queens
124,2008-06-02,8.5,queens
124,2008-06-03,14.7,queens
124,2008-06-04,16.2,queens
124,2008-06-05,6.6,queens
124,2008-06-06,8.1,queens
124,2008-06-07,24.5,queens
124,2008-06-08,23.2,queens
124,2008-06-09,22.6,queens
124,2008-06-10,32,queens
124,2008-06-11,9.9,queens
124,2008-06-13,8.7,queens
124,2008-06-14,25.1,queens
124,2008-06-15,13.2,queens
124,2008-06-16,18,queens
124,2008-06-17,8.4,queens
124,2008-06-18,9.6,queens
124,2008-06-19,9,queens
124,2008-06-20,18.7,queens
124,2008-06-21,18.7,queens
124,2008-06-22,20.8,queens
124,2008-06-23,28.9,queens
124,2008-06-24,11.3,queens
124,2008-06-25,10.2,queens
124,2008-06-26,28.7,queens
124,2008-06-27,20.4,queens
124,2008-06-28,24.8,queens
124,2008-06-29,23.9,queens
124,2008-06-30,16.6,queens
124,2008-07-01,19.6,queens
124,2008-07-02,15.9,queens
124,2008-07-03,22.2,queens
124,2008-07-04,22,queens
124,2008-07-05,21.8,queens
124,2008-07-06,23.8,queens
124,2008-07-07,16.4,queens
124,2008-07-08,23.3,queens
124,2008-07-09,18.5,queens
124,2008-07-10,6,queens
124,2008-07-11,6.2,queens
124,2008-07-12,9.2,queens
124,2008-07-13,6.3,queens
124,2008-07-14,10.5,queens
124,2008-07-15,16.4,queens
124,2008-07-16,19,queens
124,2008-07-17,23.1,queens
124,2008-07-18,31.1,queens
124,2008-07-19,25.9,queens
124,2008-07-20,11.3,queens
124,2008-07-21,16.8,queens
124,2008-07-22,17.5,queens
124,2008-07-23,20.1,queens
124,2008-07-24,8.4,queens
124,2008-07-25,11.6,queens
124,2008-07-26,17,queens
124,2008-07-27,13.3,queens
124,2008-07-28,21.3,queens
124,2008-07-29,35.6,queens
124,2008-07-30,27.6,queens
124,2008-07-31,24.7,queens
124,2008-08-01,15.5,queens
124,2008-08-02,15.8,queens
124,2008-08-03,4.7,queens
124,2008-08-04,5.2,queens
124,2008-08-05,6.8,queens
124,2008-08-06,16.6,queens
124,2008-08-07,10.7,queens
124,2008-08-08,6.9,queens
124,2008-08-09,5.5,queens
124,2008-08-10,11.5,queens
124,2008-08-11,7.2,queens
124,2008-08-12,6.6,queens
124,2008-08-13,11.7,queens
124,2008-08-14,18.6,queens
124,2008-08-15,15.5,queens
124,2008-08-16,7.9,queens
124,2008-08-17,9.7,queens
124,2008-08-18,22.6,queens
124,2008-08-19,16.5,queens
124,2008-08-20,4.8,queens
124,2008-08-21,7.3,queens
124,2008-08-22,7.7,queens
124,2008-08-23,5.5,queens
124,2008-08-24,5.4,queens
124,2008-08-25,9.7,queens
124,2008-08-26,4.5,queens
124,2008-08-27,5.6,queens
124,2008-08-28,8,queens
124,2008-08-29,6,queens
124,2008-08-30,11.3,queens
124,2008-08-31,9.5,queens
124,2008-09-01,7.2,queens
124,2008-09-02,9.8,queens
124,2008-09-04,20.4,queens
124,2008-09-05,15.1,queens
