date,concentration,source_4,source_1,source_3,source_2,source_5,source_6
2008-03-07,17983.333333333336,10213.577390785953,1498.1922932618882,289.38107596661337,246.3000121243122,2018.1316031969577,319.8122388952212
2008-03-10,12800,NA,NA,NA,NA,NA,NA
2008-03-13,11600,8153.578807205104,1569.8166380147577,733.0887946854461,117.42484599936182,378.21595343789977,199.95682623210172
2008-03-16,8660,6453.74195020462,575.5670787505774,371.5380015393724,60.73061935713463,263.0296029426456,75.53584981543884
2008-03-19,12816.666666666666,4189.6050913907,1981.4034951374506,1117.7835833968743,558.2976302328688,1765.344940426085,270.2896221382662
2008-03-22,4616.666666666667,1874.7621510705278,1079.7291023218622,1308.5661162237727,7.209999097891519,516.3218205135393,68.83616214779703
2008-03-25,8333.333333333334,4460.892962045378,1473.081381782293,1738.6280192824786,133.81271621766018,194.95655341315532,146.26671499696496
2008-03-28,18066.666666666668,12910.580146763394,1367.4753650421678,1018.1569902404623,123.61222544076269,392.56712752962346,71.8710778655585
2008-03-31,7933.333333333334,NA,NA,NA,NA,NA,NA
2008-04-03,8783.333333333334,719.2096841433149,2785.2842164963486,4350.569159032233,79.47555469440312,-9.565699964108118,175.7476948917745
2008-04-06,6366.666666666666,4342.389752989548,184.2073728593427,60.290033267534575,55.95881138960009,686.498865573959,35.41278475063899
2008-04-09,12166.666666666668,6923.056687934185,1429.457801129886,1597.6527798543184,708.5257848190798,463.4441288659209,356.5262605402253
2008-04-12,12459.999999999998,7540.5371558847055,1650.2329852796277,2769.218817790295,53.7584125691119,703.4357737217015,98.28101009248826
2008-04-14,4350,NA,NA,NA,NA,NA,NA
2008-04-15,6500,710.1105016338482,1830.297896994317,2407.9181802186163,-17.198947313752686,1221.5038390364657,138.42258103701408
2008-04-18,19466.666666666668,10712.835794007367,3312.246638708397,5235.421831765145,1.3381687171915202,5413.120760830511,646.1810127913687
2008-04-21,9750,NA,NA,NA,NA,NA,NA
2008-04-24,12200,4140.086879681387,731.4148754207343,5805.866581816039,111.39571437185445,1182.09935300678,78.0330434108499
2008-04-27,7620,4496.579056653633,56.141805755029935,1368.0547591861225,550.1544052806997,1414.440612548394,167.6067917351732
2008-04-30,8566.666666666666,6081.8964606926265,664.3050689500506,1699.3969510059749,-1.7664205207592174,517.290722695719,49.21846427159266
2008-05-03,13083.333333333332,12227.926300026671,-544.0717953399895,975.8613246575301,670.0426807038394,347.1595216023536,138.10221686606954
2008-05-06,13675,4098.101539466065,2604.468924655696,5777.776969968932,54.385204830522355,2867.5435744194137,269.1099151155516
2008-05-09,4660,1036.4762052700112,556.1775962654514,957.7866751885574,10.779861307574151,1074.2442087920965,113.42862165325107
2008-05-12,3483.3333333333335,NA,NA,NA,NA,NA,NA
2008-05-15,14280,10535.460076528416,1229.6720559957218,2636.335401573659,214.44803441366517,1733.7348576765273,251.7047595870927
2008-05-18,9800,5846.0041492317705,376.9419412990383,1785.8848031889097,-12.439926954429334,617.0337650996825,39.36950591462547
2008-05-21,12719.999999999998,7340.7572868518155,679.9071010340848,1697.1670772291243,47.989755315284704,1449.945082330921,67.9806045289479
2008-05-24,4000,1352.1748724341921,579.8736829149505,1171.047096681085,12.941816475197976,1231.3943761414296,257.0435167922324
2008-05-27,18419.999999999996,NA,NA,NA,NA,NA,NA
2008-05-30,12633.333333333332,5106.628347271494,1641.0152506787188,4338.736548637002,-10.77058998491306,2761.2848887508476,267.2576007651997
2008-06-02,8516.666666666666,4732.642449484328,236.28407702178706,1609.2022757769819,-1.2320511366952633,1814.0140924206175,115.8064818300222
2008-06-05,8333.333333333334,5251.967219184506,321.69252408381107,722.4775999828648,-31.2206502018992,1695.3747696630824,230.12454010229465
2008-06-08,24750,18031.38154437082,-1018.6595554620255,1581.4600415060054,201.69494410204496,2194.490697597459,86.44872896978592
2008-06-11,10100,3682.7745372460117,127.1143219922317,2185.1655442304036,11.391539242079919,1486.5094851794045,93.90660882496108
2008-06-14,26740,23900.740891846046,474.91035063046365,3.2002492750278937,654.3775671001704,8366.589691940615,-165.76661000570573
2008-06-17,8266.666666666668,3228.692576591966,611.7096913191649,1989.3459649282258,-40.225482892283516,2147.558038696094,35.27748597780617
2008-06-20,17583.333333333332,13891.762834412491,103.59455907431327,1072.6795923008478,-22.68824132906204,2122.179458147639,159.35172030376143
2008-06-23,31233.333333333332,NA,NA,NA,NA,NA,NA
2008-06-26,29650,23288.480793870927,322.21129519417,1608.0365406508288,-46.91714267185627,3353.6305980260736,56.39514027937401
2008-06-29,20783.333333333332,10502.165201184418,92.28596920387163,7784.9796048776825,101.51594080298614,1770.1556590716027,-177.5472041417576
2008-07-08,24816.666666666668,17945.86880737903,-317.5966355761345,4220.71506667776,178.29575524327902,-39.2129423648274,-34.771726754267526
2008-07-11,8083.333333333334,2472.1997458785468,339.81771394296436,1193.8408565527975,-28.760887270463435,2446.2488119091627,302.3188175517552
2008-07-14,10783.333333333334,NA,NA,NA,NA,NA,NA
2008-07-17,22700,14704.35360929018,-42.66433603398919,2883.862333354412,87.88524305373673,1623.9722748469685,144.6987720853926
2008-07-20,14116.666666666668,-733.5167354534073,359.5990385537051,12490.14281971873,375.49190822663,-554.7235751404802,-223.8992724235442
2008-07-23,19933.333333333332,15457.732857299306,-1030.8837438682608,2142.9687477919274,366.5506257729549,2202.7250019925245,170.1717347770375
2008-07-26,20533.333333333332,13558.322521390728,-667.1536674586307,1380.1134736516303,149.53890394292392,1031.8459144153817,137.96294360315704
2008-07-29,34800,17668.16988712045,-752.2861311434721,2229.086517476968,-71.10494679578449,5166.6987911704155,136.4130231720618
2008-08-01,13083.333333333334,4601.161520802636,169.8518548742704,3585.574347153822,3.141698257650307,2619.6066074466,189.9699856363002
2008-08-04,5050,NA,NA,NA,NA,NA,NA
2008-08-07,10433.333333333334,5434.693838366716,423.2066462169682,1313.1058760282829,179.4542482482165,2171.556120624987,146.65502584571794
2008-08-10,11700,8065.701804196728,13.679348040593396,763.4928024991185,-3.2344423019510926,1520.1610915826245,111.26862283846903
2008-08-13,11366.666666666668,6528.092572289533,488.1348952647986,1194.8241822541718,-12.231481961064873,1737.2426853031213,148.42376735076326
2008-08-16,8166.666666666668,4607.796859722012,591.081788732449,677.1565651247603,68.87786380768347,2203.2655847676074,213.0828730852145
2008-08-19,16750,9009.832504233014,-223.04981542430426,2446.233226782803,54.98739383182234,1560.5335262302078,113.83268297359596
2008-08-22,8200,4218.627521418328,443.89025359081654,1534.2936283897445,222.27890365627007,3108.6169361078105,74.09024797771833
2008-08-25,9780,NA,NA,NA,NA,NA,NA
2008-08-28,8083.333333333334,236.44932756138257,1421.3012713298237,4100.802733021836,52.29202556572687,3108.029402103339,151.92852284820677
2008-08-31,8600,5328.735986748312,-31.638051186906413,978.552598031388,76.20126278389343,1402.5871959992505,94.40912487020955
2008-09-03,8440,3699.8961163147183,437.6200742370675,1527.0619217394185,60.674664425764234,1845.7102818857516,138.84948586068919
2008-09-06,5283.333333333333,-598.7982833294616,243.40733011228033,4876.269687198366,1213.9171615890782,-49.16048837265218,30.46334566186898
2008-09-09,11050,7467.855798920917,437.7786659803121,1600.6545077257963,202.66010619225645,1360.3741553107698,154.65745224904248
2008-09-12,6633.333333333333,4400.70745961191,45.445584253765126,685.9549540098252,181.6483038544117,1139.1590261674814,85.90321300963603
2008-09-15,5166.666666666667,NA,NA,NA,NA,NA,NA
2008-09-18,7383.333333333334,3956.0470179562676,467.75553765464355,688.8346345316539,162.77738139114018,3983.239007760677,135.64920106944817
2008-09-21,15860,13450.041098452242,1055.839760071161,2035.643568102223,374.3797866459465,1900.7721876238456,82.8873102144941
2008-09-24,6883.333333333333,2274.2093743196187,138.72025016890703,1345.3847436332874,32.61244856662109,2848.320227838684,276.8156350810909
2008-09-27,5400,2384.3311400916004,131.57567920966076,345.5298054922171,101.72907533048186,1499.5077051018948,178.5334311253772
2008-09-30,9066.666666666666,4732.465301490415,371.20725296671276,1174.641631944209,1.1118238727610876,2075.5449450131446,136.51913216950078
2008-10-03,7860,3810.832164119707,1008.1982923060507,1552.7434116284671,-31.530944544064088,2113.4486355751283,159.79336438293652
2008-10-06,5300,NA,NA,NA,NA,NA,NA
2008-10-09,17500,16175.760636546405,617.6601430346586,1865.3852665689951,255.02413348683348,889.7528742526249,-5.6662055232314765
2008-10-12,8383.333333333332,5221.44965545125,1038.5669536742553,438.1939212498817,39.59353260226585,3284.0515015821284,174.49693979257492
2008-10-15,9050,4724.547031356904,1126.659887885492,1828.8477398650598,70.99278019459634,2431.4295648686752,122.58839555738922
2008-10-18,3966.666666666667,1360.6498318118684,624.3340655795465,856.715234926859,40.72961286159776,1171.1424633758468,39.07407287927661
2008-10-21,10400,6440.393210945317,1854.9134015304078,1481.0272695629617,44.943942612492904,2643.0056381599034,128.6611654471362
2008-10-24,13166.666666666666,3331.6306953270882,4112.605029430029,1285.9636386965267,179.83497757052172,4234.164114959175,340.2750656897451
2008-10-27,12620.000000000002,NA,NA,NA,NA,NA,NA
2008-10-30,5500,965.4822117676812,1398.378459151599,872.485920109289,15.10336619749986,1179.217076282753,122.87618580719669
2008-11-02,5850,3071.5774838101593,591.1599157557447,447.4733915970263,60.558969479332426,1384.4705418683523,63.7570909183142
2008-11-05,9383.333333333332,2793.5858842558796,999.4768107137793,1631.3177581056827,223.40906306511087,543.3511564158906,280.9462082143507
2008-11-08,15133.333333333332,13118.08904425193,71.27481269315288,-207.76611493290346,121.66332128574572,1172.6235708808601,73.09460372248903
2008-11-11,5766.666666666667,2678.419943868474,964.3218522831204,632.5289794815438,26.49105802672768,1234.761693362131,91.28286142408626
2008-11-14,10366.666666666668,3958.724774828681,1137.5897559028913,650.5746872451309,290.0229362063023,2527.3991182430473,264.8537452389412
2008-11-17,6860,NA,NA,NA,NA,NA,NA
2008-11-20,11483.333333333334,6913.298445740801,1374.2501106594339,845.26472241931,74.54187730611753,622.9764819611602,118.43690957653368
2008-11-23,9960,6238.12658148577,952.8951442644199,351.6830069250897,82.30935853743955,256.33941746919544,103.01539130900609
2008-11-26,9233.333333333334,5405.442579971784,1610.941188980565,1319.1902488042417,44.63942820706264,399.88514335292183,102.80696828218649
2008-11-29,10566.666666666666,7537.530610148631,1179.670840751771,976.2789090343507,5.889657582819273,400.79107280110395,94.6592398972829
2008-12-02,7716.666666666667,4696.197291641905,1240.584954281383,700.5970287327566,-12.059337189444156,788.9652847185383,144.0286336097713
2008-12-05,7316.666666666666,3094.1849055380912,1364.7043460670773,1179.2297712767488,20.160339425968157,410.2436053654821,124.83223852351169
2008-12-08,6116.666666666666,NA,NA,NA,NA,NA,NA
2008-12-11,6340,1936.6542720090883,1384.5067038371178,-268.62349761268257,68.54871549855952,408.9380238455704,127.74086013469098
2008-12-14,11660,8018.9322251302365,1331.4236054161224,545.9494704997281,196.38437051150916,103.8575934411177,104.05854456724688
2008-12-17,12150,4322.90597908432,2397.9123118781367,1211.5787730248833,153.0997854247754,1855.4982617207163,181.27726187385255
2008-12-20,8940,1516.2953684773381,2363.1343223654867,2017.9404812851574,194.7381875150002,-1194.004082945198,162.29626258332627
2008-12-23,15850,6708.711448667596,3882.596579177452,2096.187397494342,577.3520902273518,-860.878831612829,416.82925961615723
2008-12-26,11883.333333333332,5949.363887308993,1437.1197888741597,1666.516595832393,275.97425132708474,1429.1842693201795,263.82808377519336
2008-12-29,7050,NA,NA,NA,NA,NA,NA
2009-01-01,5466.666666666667,1335.0364504152521,1197.8037029641189,995.3237720635151,379.2740563450467,-26.36556905526975,112.68209193941077
2009-01-04,8120.000000000001,NA,NA,NA,NA,NA,NA
2009-01-07,8766.666666666666,2416.7023924464397,1717.7623425577353,1001.8829915389819,70.45472002172443,526.4383539109093,221.4205350222459
2009-01-10,11666.666666666668,3354.9027467107744,2497.436921581204,1275.733044875255,197.3855557284154,-507.0513235491057,289.77297563038667
2009-01-13,19416.666666666664,11383.584593904267,3042.391852410221,1726.3616259557625,235.43153614617472,-467.8062685210759,249.42748761524862
2009-01-16,12566.666666666666,7973.555141689576,1677.5166956513406,1626.5553750888357,374.9290441458445,-447.35161115815333,34.10772147155285
2009-01-19,31550,NA,NA,NA,NA,NA,NA
2009-01-22,25016.666666666664,14512.290775518455,3573.140461201029,2597.1824704004575,327.49244687586815,-1211.9767207637558,115.82275158244582
2009-01-25,8416.666666666666,2908.306617753146,1627.767492213461,1260.541516855033,180.93463955190865,-222.94982587998845,125.91185731355097
2009-01-28,13916.666666666666,3338.520899949515,3490.367025079377,2052.6315807246992,162.9266115491566,980.2752856936694,148.85902579662286
2009-01-31,13066.666666666666,10127.687740482368,1269.9831116488642,995.817751068867,136.96417067696154,-638.0996488723898,66.41245840480447
2009-02-03,10883.333333333332,3762.3146647237095,2533.1828667516243,1286.4539986082937,65.49392311030054,-411.07612147555545,101.2559380854368
2009-02-06,19683.333333333332,12551.20162711875,3089.47739429183,2676.651711762033,280.8622305395467,-398.98908096566345,192.26104380829636
2009-02-09,8516.666666666668,NA,NA,NA,NA,NA,NA
2009-02-12,4520.000000000001,1708.1638029360201,378.29516009621466,1270.3403905242783,122.14055849959094,760.0601132976734,76.26711731820046
2009-02-15,4150,1162.0073598388574,1361.706213355051,1234.3330634962617,31.691890449412856,202.14457489147878,82.88937328946413
2009-02-18,14283.333333333334,7917.423592218202,2086.444731267205,663.55168261776,305.3873356955213,-16.803718679015898,267.88071514521954
2009-02-21,10050,6568.113741700234,996.0080651303173,472.2519471001953,152.0782373428387,-65.10162490411442,127.88089240411712
2009-02-24,4450,1504.2367550347897,2187.811287287777,1293.475124303786,57.28474529940376,-187.0948097762151,104.79369705237706
2009-02-27,11716.666666666666,6917.021754691694,1147.8477517242873,1923.702927770892,995.4825311879488,-629.7445180014894,200.0117333978048
