date,pm25,bc,Na,Al,Si,S,Cl,K,Ca,Ti,V,Cr,Mn,Fe,Ni,Cu,Zn,Se,Br,Ba,Pb
2/14/2001,18.30062816,2.043692708,0.281958778,0.049636947,0.083280251,1.770326341,0.011417805,0.056653232,0.048983256,0.004575838,0.007059864,0.001656018,0.012681608,0.204736065,0.006188276,0.002396868,0.01843409,0,0.000784429,0.012812346,0.004575838
2/15/2001,14.19386042,0.675280208,0.269149724,0.086449744,0.083582352,2.013637092,0.002739002,0.052041034,0.03137013,0.004964441,0.009030147,0,0,0.090857825,0.016006042,0.003680534,0.014893322,0,0.000855938,0.005863176,0.009072943
2/16/2001,7.130885361,1.067506944,0.149318596,0.045099425,0.057513704,1.016798871,0.000911538,0.035897232,0.02226757,0.001345604,0.000607692,0.000347253,0,0.041670306,0.002257142,0.004036811,0.005425821,0,0.000434066,0.00316868,0.007509336
2/17/2001,20.75185398,0.708625764,0.228086608,0.054379393,0.053186115,1.985742803,0.00481573,0.053995839,0.02552763,0.002897961,0.009034821,0.000255702,0,0.079821789,0.01065427,0.003324132,0.019902176,0,0.00306843,0.025357162,0.010611653
2/18/2001,9.743108463,0.318163889,0.245815766,0.048642623,0.07399602,0.84909199,0.001750057,0.051783752,0.025802129,0.003679608,0.002378283,0.000717972,0,0.059098095,0.006237384,0.002916762,0.009558006,0.003455242,0.001480818,0.032757486,0.00686561
2/19/2001,11.36102217,0.385184722,0.390286489,0.060985044,0.087585377,1.134873398,0.00329168,0.05328963,0.036519855,0.00391443,0.005026484,0.000444822,0.005782681,0.149282135,0.003425126,0.000800679,0.020283866,0,0.000355857,0.00391443,0.006316467
2/20/2001,18.17071748,0.766665013,0.309733149,0.079612832,0.131961539,1.564556607,0.00455723,0.076323701,0.047870732,0.00622161,0.008955948,0.000752934,0.012680989,0.180030411,0.006142354,0.008757808,0.024767556,0.000277397,0.002139917,0,0.007410453
2/21/2001,4.733536482,0.511788681,0.089073844,0.052309773,0.067638962,0.548949498,0.001169175,0.025462042,0.031654341,0.001948626,0.001515598,0.000259817,0,0.069154559,0.002511562,0.003247709,0.005239638,0,0.001299084,0.010955606,0.004373582
2/22/2001,11.18124981,0.444207639,0.245809663,0.047970451,0.080380516,0.774596085,0.006046322,0.038678677,0.044102584,0.003378827,0.006579821,0.000711332,0,0.062419383,0.008358151,0.002178454,0.03810072,0,0.002000621,0,0.007913568
2/23/2001,6.717631024,0.894709028,0.1613224,0.045260263,0.070537194,0.619571534,0.001632193,0.03537888,0.02673267,0.001411626,0.005999411,0.002205666,0.002690912,0.062729136,0.011998822,0,0.013410448,0,0,0.010498969,0.003749632
2/24/2001,9.116847045,0.307431528,0.172016184,0.04810296,0.053105667,1.093968198,0.002223426,0.031470025,0.03395,0.004446851,0.001838602,0.001753086,0.000769647,0.053875315,0.002394458,0,0.008594395,0,0.001539295,0,0.007397166
2/25/2001,12.50495068,0.924749306,0.170123291,0.017907715,0.019048893,1.179977954,0.006583719,0.040467924,0.017381017,0.001228961,0.004871952,0.009392772,0.005486432,0.058156182,0.009612229,0.002062899,0.008822183,0,0.000482806,0,0.006364261
2/26/2001,,0.536246875,,,,,,,,,,,,,,,,,,,
2/27/2001,8.054453751,0.457873264,0.100831044,0.044225677,0.082545848,0.984163479,0.000349956,0.032327176,0.031102331,0.004111982,0.003193348,0.000656167,0.00214348,0.056999067,0.003368326,0.006955374,0.010892377,0,0,0.004811894,0.002362202
2/28/2001,7.297279475,0.333429931,0.058980705,0.055304622,0.09610914,0.698292335,0.000326763,0.034391796,0.036270683,0.003798619,0.00228734,0.000735217,0.000816907,0.072132912,0.002859175,0,0.018012805,0.000163381,0.000735217,0.009680351,0.002777485
3/1/2001,10.59367375,0.513278819,0.168290741,0.055525841,0.071647664,1.001617645,0.000702859,0.036900084,0.033561505,0.003075007,0.00891752,4.39287E-05,0.001054288,0.080081969,0.010542881,0.002240362,0.011553241,0,0.002899292,0.029388281,0.005271441
3/2/2001,19.27570745,1.328829861,0.288975706,0.067957319,0.064276671,1.52917433,0.004802796,0.059249446,0.0418337,0.005520971,0.017460632,0.000314202,0.006732892,0.153554813,0.022038998,0.008932303,0.028278145,0,0.000673289,0.014004414,0.005745401
3/3/2001,14.99126437,0.842572917,0.378320512,0.054199618,0.047783604,1.502020373,0.001570353,0.062679525,0.040829182,0.002826636,0.008390173,0.000358938,0.003948317,0.088029512,0.018081495,0.002736901,0.025529456,0,0.000314071,0,0.009825924
3/4/2001,7.133995502,0.435014236,0.357425266,0.023039838,0.041462914,0.744309867,0.005672021,0.031965576,0.026249586,0.001802735,0.005584083,0,0,0.035527078,0.010068937,0.004001193,0.007254911,0,0,0.009497338,0.005496144
3/5/2001,4.616824342,0.573638889,0.273667953,0.011962292,0.012125045,0.499649489,0.045977518,0.01517665,0.017943438,0.00146477,0.005492889,0,0.00020344,0.018187567,0.00695766,0.003906055,0.004597752,0,0,0,0.000813761
3/6/2001,6.370265203,0.604430556,0.220225901,0.038107224,0.03604861,0.854187374,0.017292354,0.016423161,0.030650468,0.001418156,0.019671196,0.000594711,0,0.036780562,0.029140818,0.004391709,0.009286634,0,0,0.002882059,0.009012153
3/7/2001,,0.78271498,,,,,,,,,,,,,,,,,,,
3/8/2001,13.00542254,1.736022569,0.327316265,0.04262104,0.061029904,1.052444755,0.002806519,0.030396032,0.034677163,0.002045429,0.009466057,0,0.001141635,0.079724177,0.009323352,0.00152218,0.024402448,0.003091928,0.003615177,0.006564401,0.012557985
3/9/2001,7.130619177,1.259496528,0.251401653,0.036010679,0.026839735,0.835860014,0.001935153,0.018341888,0.019982561,0.001430331,0.005048226,0,0,0.047621598,0.005931666,0,0.006857174,0,0,0.006730968,0.005553049
3/10/2001,14.6332247,0.517403819,0.169779388,0.044303203,0.092769123,2.295228727,0.002803462,0.040607729,0.023786955,0.003907857,0.003270706,0,0,0.033811457,0.003398136,0.00709361,0.013210255,0,0.000679627,0.025868313,0.002676032
3/11/2001,9.242152586,0.387173264,0.251360031,0.04614319,0.051406207,1.439373787,0.000530381,0.031292508,0.027090255,0.001958332,0.003019095,0.001183159,0,0.041696145,0.002447915,0.001509547,0.006731765,0,0.000611979,0.02121526,0.003875865
3/12/2001,10.30537044,0.685686111,0.308102151,0.060327382,0.098137892,0.756834431,0.00209563,0.035135238,0.042581412,0.004637138,0.007713701,0.000312115,0.001426812,0.095418032,0.00459255,0.005083017,0.019039019,0,0.001203872,0,0.006821943
3/13/2001,13.92210924,0.984651042,0.210266263,0.025910998,0.029484929,1.089027778,0.002467714,0.021528679,0.021571225,0.001574231,0.009530482,0,0,0.049609564,0.01195565,0.003531384,0.011785462,0,0,0.031654816,0.008551906
3/14/2001,8.306417428,0.599433333,0.158067555,0.049591524,0.051154829,1.137956118,0.000911928,0.023927259,0.024795762,0.00134618,0.002562084,0.000303976,0,0.046899165,0.001389605,0,0.006383497,0,0,0,0.002127832
3/15/2001,10.85459659,0.510589583,0.151860533,0.067799564,0.094552197,1.141183382,0.001573684,0.038467838,0.034664768,0.00367193,0.006819299,0.000393421,0.000262281,0.081001027,0.006382164,0.001792252,0.015387135,0,0,0.016785966,0.005726462
3/16/2001,7.705569281,0.530542361,0.176665327,0.07753188,0.110432063,0.864712058,0.001341981,0.03805166,0.032467286,0.003722915,0.008960971,4.32897E-05,0,0.066233264,0.006190429,0.002424224,0.012294279,0,0.000692635,0.007315962,0.005887401
3/17/2001,10.12362174,0.482975694,0.223606659,0.055803111,0.070345209,0.817730208,0.001226442,0.040735395,0.022645376,0.003810731,0.007139645,0.001007435,0.002365281,0.050065115,0.008147079,0.003591723,0.011563596,0,0.001051236,0.009417323,0.005387585
3/18/2001,4.281589426,0.296610069,0.174246808,0.03584232,0.061537301,0.390825007,0.001524278,0.025912734,0.015242785,0.002003337,0.001785583,0,0.000783915,0.042113637,0.001132321,0.001872685,0.004964793,0,0,0.000174203,0.002569498
3/19/2001,7.624630251,0.476519097,0.08428444,0.075724984,0.126776025,0.680520426,0.001746828,0.04087577,0.040744758,0.005720861,0.012751843,0,0,0.086424304,0.017293595,0.003886692,0.017380936,0,0.000786072,0,0.002096193
3/20/2001,10.04252233,0.716967014,0.174882607,0.084270967,0.134268028,0.715296426,0.002013592,0.040743106,0.051368017,0.006340673,0.010753438,0.000556951,0.003513075,0.118287819,0.007026151,0.003170336,0.01653716,0,0.000342739,0,0.006726254
3/21/2001,,1.052435764,,,,,,,,,,,,,,,,,,,
3/22/2001,3.899449463,0.707020833,0.151699663,0.021314984,0.02437874,0.368132102,0.012255022,0.009716482,0.018776444,0.001400574,0.009979089,4.37679E-05,0,0.02267179,0.015318777,0.003019988,0.006652726,0,0,0.021577592,0.003457667
3/23/2001,3.083688487,0.282383004,0.027548066,0.012626197,0.025431743,0.444176687,0,0.009648997,0.010222915,0.001757624,0.001147836,0,0,0.016751233,0.000645658,0.003515248,0.002152193,0,0,0,0.003084809
3/24/2001,7.921505402,0.198198264,0.094520292,0.062914137,0.081485948,1.055824457,0.000425959,0.03258586,0.022916592,0.002726137,0.001916815,0,0,0.040253121,0.001405665,0.000511151,0.005154103,0,0.000340767,0.006389384,0.007496878
3/25/2001,6.605380975,0.139701042,0.171700771,0.032873161,0.067043359,0.913963336,0.000715606,0.02464369,0.020573679,0.001699565,0.00398056,0.000268352,0,0.043875607,0.004606715,0.001923192,0.004875067,0,0,0,0.004025285
3/26/2001,,0.450223958,,,,,,,,,,,,,,,,,,,
3/27/2001,,0.209354167,,,,,,,,,,,,,,,,,,,
3/28/2001,8.602525421,0.203085833,0.143976961,0.041111389,0.056789461,1.127950177,0.000435502,0.025041365,0.021296048,0.002482361,0.005226024,0.000348402,0.001001655,0.052695742,0.003788867,0.00444212,0.006706731,0,0,0.014894168,0.005313124
3/29/2001,10.78583927,0.428410417,0.189706809,0.057863897,0.067293897,1.227228176,0.002169343,0.027670188,0.024703944,0.001549531,0.004869953,0.000796901,0,0.059723334,0.005268404,0.004028779,0.009828451,0,0.000619812,0.010713897,0.006286667
3/30/2001,4.67007882,0.328876042,0.228572589,0.008086618,0.006441882,0.472039174,0.075475098,0.011970022,0.014985371,0.000639619,0.005299704,0.000228436,0,0.019965265,0.004797146,0.000913742,0.004248901,0,0,0,0.005436766
3/31/2001,7.720369924,0.209728472,0.173723703,0.028707883,0.053478685,1.19273051,0.000451124,0.025016869,0.020382597,0.001435394,0.00812023,0.000451124,0.00032809,0.028871928,0.0061927,0.003198878,0.00488034,0,0,0,0.003075845
4/1/2001,5.529014819,0.171257246,0.098890608,0.028016873,0.035223649,0.762809483,0.000213218,0.019914581,0.013773897,0.000554367,0.007462637,0,0,0.023923084,0.007164132,0.00456287,0.006609765,0,0,0.015692861,0.002985055
4/2/2001,6.658569824,0.421392014,0.156528599,0.056502798,0.085161154,0.783371235,0.000471214,0.036583312,0.026644989,0.002870119,0.004712136,0.000428376,0,0.051876337,0.001927692,0.001285128,0.015250186,0,0,0.008439008,0.003641196
4/3/2001,10.56707807,0.415024653,0.203668878,0.075640919,0.121139546,1.034841483,0.001447883,0.042164109,0.034924693,0.003773271,0.010705559,0.000219376,0,0.085951601,0.00995968,0.001974386,0.013118698,0,0,0,0.014742082
4/4/2001,9.777149832,0.521323611,0.271954819,0.083437992,0.146324289,1.040181011,0.002083582,0.048017097,0.049532429,0.006961058,0.007245183,0.001089145,0.000236771,0.10308996,0.004451289,0.005161601,0.008760516,0,0,0.009849661,0.007055767
4/5/2001,11.63131052,0.367083333,0.144053051,0.102005133,0.155692046,1.204349077,0.00258189,0.048236256,0.039179151,0.004917885,0.007335845,0.000778665,0.003893326,0.110775362,0.004303149,0.004385114,0.011065241,0,0,0.000819648,0.00483592
4/6/2001,16.36498443,1.128907986,0.255098298,0.082706642,0.162139479,1.445212411,0.004609172,0.049279374,0.045100966,0.004824554,0.014775197,0,0.001809208,0.093691118,0.009218344,0.003532263,0.014602891,0,0.000818451,0.020245897,0.008701428
4/7/2001,6.781368635,0.246559028,0.228575599,0.058119051,0.069604174,0.869748789,0.000823462,0.037012431,0.024313787,0.002903786,0.00537417,8.66802E-05,0,0.048800934,0.00507079,0.002123664,0.005894251,0,0,0.029081196,0.000866802
4/8/2001,8.329761857,0.246319444,0.144400504,0.016255297,0.027293377,0.803968888,0.00206964,0.025396207,0.007847385,0.00086235,0.004096162,0.00034494,0,0.02345592,0.0017247,0,0.002371462,0,0.00068988,0.018152467,0.001121055
4/9/2001,9.578267109,0.448364583,0.080944197,0.027839831,0.056656498,1.014355554,0.000843631,0.025353339,0.021401592,0.002886107,0.007237468,0,0,0.055058038,0.002930508,0.004795378,0.008791525,0,0,0.019048305,0.008436312
4/10/2001,9.758910234,0.522142361,0.163382308,0.049742734,0.092123706,0.906025462,0.001016818,0.036890155,0.027576103,0.004962072,0.009110689,0.000610091,0.001586236,0.063571458,0.003009781,0.004026599,0.00793118,0,0,0,0.003579199
4/11/2001,6.83090137,0.391813889,0.166450304,0.047664744,0.074089409,0.815527046,0.001630636,0.026633721,0.020027555,0.002257804,0.003972062,0,0.00071079,0.055985169,0.00246686,0.001003468,0.008947592,0,0.000836224,0.006773411,0.005978999
4/12/2001,8.719513257,0.828946181,0.167643039,0.034433362,0.035004323,0.703380474,0.000570961,0.010760426,0.016470039,0.002239925,0.006895456,0.000395281,0,0.03794697,0.003250088,0,0.004962972,0,0,0,0.004875132
4/13/2001,6.198404047,0.698349306,0.148358549,0.036552106,0.059621144,0.821660888,0.000134383,0.017828111,0.020426177,0.002553272,0.003762717,0.00031356,0,0.039642909,0.00031356,0.003225186,0.005778458,0,0,0,0.002374095
4/14/2001,4.717399313,0.200900347,0.085086354,0.067657952,0.096169031,0.58438774,0.000715011,0.035884634,0.027662003,0.002725981,0.002323787,0,0.000134065,0.043928512,0.0007597,0.00250254,0.006479791,0,0,0.012691452,0.005407274
4/15/2001,7.875740693,0.535788889,0.161820252,0.062504126,0.097790656,0.824275673,0.001445182,0.043235031,0.031432711,0.004014395,0.013849662,0.000321152,0,0.068284855,0.013970094,0.005780728,0.007988646,0,0.002368493,0,0.006985047
4/16/2001,7.463775358,0.601473958,0.119525808,0.069733928,0.164975127,0.673855726,0.001391306,0.049581076,0.037017164,0.005607384,0.010118587,0.000379447,0,0.087905224,0.011299089,0.003583666,0.018550743,0,0.00164427,0.014924916,0.005733866
4/17/2001,10.25236874,1.219616319,0.318702205,0.082084653,0.098992164,0.962808298,0.002102488,0.042005967,0.038458018,0.004292581,0.010512442,0,0,0.065001934,0.005825645,0.005387627,0.012746336,0,0.000175207,0.009373594,0.004599193
4/18/2001,5.563345285,0.492494097,0.102488254,0.069247614,0.125466682,0.61127082,0.001293931,0.04033495,0.038460982,0.004238739,0.004283358,0.000669275,0,0.05644216,0.004149503,0.00236477,0.0095037,0,0,0.007138929,0.005175724
4/19/2001,7.241849458,0.425863194,0.144044432,0.087292891,0.218656412,0.796307627,0.000759069,0.048267834,0.038533895,0.005000923,0.003839994,0.000312558,0,0.089748701,0.002143253,0.006831618,0.015047419,0.003393483,0.002679066,0.015136721,0.004018599
4/20/2001,14.90287918,0.62930625,0.342707981,0.471176883,0.882095141,1.596625752,0.002236403,0.14677427,0.09583399,0.01934074,0.009401174,0.000621223,0.002774796,0.243312313,0.008117313,0.002816211,0.017269997,0,0.001242446,0.003975827,0.012383044
4/21/2001,22.32374024,0.582736111,0.615972573,0.883523799,1.713078574,1.984508562,0.004754613,,0.196106916,0.039913721,0.007966061,0.000709021,0.007006797,0.441887021,0.003711934,0.002335599,0.010802146,0,0.001251214,0.02381477,0.016516023
4/22/2001,11.14991135,0.500938542,0.283608002,0.255813546,0.430944754,1.318842555,0.001960424,,0.071315868,0.013418013,0.004182238,0.000827735,0.003005983,0.124508705,0.002613899,0,0.006404052,0,0,0.013418013,0.002483204
4/23/2001,11.990115,0.737913542,0.324127471,0.239818905,0.515415815,1.357660163,0.002966741,0.075939701,0.078419365,0.012531158,0.008413145,0.001018433,0.001904027,0.282415985,0.007217593,0.001815468,0.02284833,0,0.000487077,0.003276698,0.007704669
4/24/2001,12.42631854,0.897761323,0.355521707,0.219682032,0.442154379,1.41065982,0.002303118,0.079723318,0.084861043,0.010718357,0.003543259,0.000885815,0,0.138364247,0.001550176,0.000398617,0.011116974,0,0.000177163,0.021658168,0.006865063
4/25/2001,9.674489898,0.686044928,0.071601086,0.215612309,0.396233126,0.834051515,0.001860819,0.080136582,0.08571904,0.011528988,0.006796035,8.09052E-05,0,0.169172734,0.010477221,0.002265345,0.015816963,0,0.001173125,0.004247522,0.004813858
4/26/2001,10.22436151,0.895930556,0.182583035,0.167114966,0.287270241,0.883218189,0.001239155,0.059778532,0.069520851,0.007349469,0.0081186,0.000128188,0,0.115839599,0.010126885,0.000683672,0.014057996,0,0.001068237,0.000726401,0.007050363
4/27/2001,11.74870722,1.308661458,0.164029421,0.145004197,0.251957945,0.989690471,0.001431101,0.058969776,0.065325548,0.00837615,0.007534325,0.000926006,0.00033673,0.160451668,0.007534325,0.003998664,0.013385003,0,0.001557375,0.017257393,0.006103225
4/28/2001,6.015433938,0.479640625,0.142172441,0.12551644,0.227131299,0.573947228,0.032251672,0.051028331,0.056948501,0.00715722,0.005169104,0.000353443,0,0.086593531,0.009542961,0.002915905,0.012591406,0,0.001281231,0.004638939,0.009675502
4/29/2001,7.33923018,0.318921111,0.156127705,0.158871446,0.275259162,0.550385563,0.006638083,0.062574993,0.055494371,0.007567414,0.003097772,0.000221269,0,0.110059411,0.003053518,0.000840824,0.010399663,0,0.001548886,0.012656611,0.008806523
4/30/2001,10.37930812,0.717055903,0.11020689,0.151634567,0.301751945,0.816626737,0.000842883,0.079525966,0.082096758,0.010409599,0.007501654,0.001053603,0.002191495,0.17730034,0.006321619,0.003792971,0.013022535,0,0,0.033631013,0.006279475
5/1/2001,17.91275749,1.663887153,0.182235624,0.235946244,0.475564632,1.663215295,0.002521833,0.099546043,0.118747369,0.012963107,0.011945525,0.000840611,0,0.224531631,0.009644906,0.00544185,0.024775904,0,0,0.014246145,0.016723735
5/2/2001,24.79116439,1.138876042,0.220292475,0.22571167,0.384013842,3.021531585,0.002202925,0.094329238,0.08780858,0.012821022,0.005463253,0.000616819,0.00321627,0.170902902,0.002731627,0.006652833,0.015552649,0,0,0.008062705,0.009913161
5/3/2001,30.37493629,1.002876042,0.508508069,0.250972893,0.376803515,4.097847219,0.003349976,0.097791778,0.088843211,0.010875951,0.004726679,0.000780132,0.002294504,0.158596145,0.003349976,0.004818459,0.012573884,0.000734241,0.00532325,0.032673743,0.008627337
5/4/2001,28.31380597,1.107989583,0.496857124,0.306713993,0.518821773,3.70997821,0.002978258,0.130298768,0.13057798,0.013960582,0.003304004,0.000465353,0.002094087,0.191120372,0.001582199,0.004002034,0.013541765,0,0.004048569,0.008283279,0.006980291
5/5/2001,5.980374687,0.453603194,0.113772181,0.06161565,0.104969945,0.480750963,0.002233403,0.027282551,0.026800837,0.004641975,0.00275891,0.000832052,0,0.045981828,0.005605404,0.004641975,0.005211274,0,0,0.00118239,0.004379222
5/6/2001,7.115182329,0.263874514,0.322806928,0.074931764,0.148751781,0.653396087,0.011695581,0.041623817,0.043046853,0.005336387,0.006492604,0.001289627,0,0.079289813,0.004491459,0.003201832,0.006803893,0,0.001511976,0.029972706,0.002401374
5/7/2001,5.726465574,0.598710417,0.141336197,0.104057257,0.184011364,0.35637587,0.001079246,0.035255354,0.037099065,0.004991511,0.002158491,0.000359749,0,0.086564486,0.002922957,0.005666039,0.007150002,0,0,0.010477675,0.005621071
5/8/2001,6.566609876,0.401751736,0.161062967,0.094048052,0.168514117,0.418082208,0.002635163,0.034393418,0.034666021,0.004270781,0.003044067,0,0,0.075511044,0.001953655,0,0.003680141,0,0.000863243,0.00745115,0.004815987
5/9/2001,10.70202595,0.821518056,0.19780217,0.13997388,0.231772842,0.819019582,0.002574232,0.049921719,0.063620312,0.009239655,0.010296929,0,0.003263759,0.124114771,0.007952539,0.004918622,0.012089698,0,0.001333085,0.009745308,0.007263013
5/10/2001,15.87348086,1.162545139,0.259044237,0.30209394,0.524188279,1.447628542,0.003027961,0.113526587,0.107295131,0.014262134,0.004432232,0.001360388,0.002062524,0.240569288,0.005748737,0.005002718,0.015403105,0,0,0.026022909,0.007767378
5/11/2001,23.99595606,0.964382639,0.362364413,0.315565069,0.554453246,3.143532213,0.002467762,0.125503326,0.118320376,0.013704893,0.00546433,0.001233881,0.005243994,0.221569776,0.004274516,0.005993136,0.019257357,0,0.002908434,0.018992954,0.011589668
5/12/2001,17.39195574,0.825255208,0.263829502,0.19072747,0.285045646,2.089114916,0.001742599,0.062254352,0.062733567,0.00901795,0.001132689,0.00069704,0,0.117189789,0.00052278,0.004269368,0.006578312,0,0.000827735,0.002396074,0.005445622
5/13/2001,5.977519004,0.166164236,0.022998417,0.083089612,0.152487558,0.386095992,0.002416176,0.036063666,0.033110561,0.004384912,0.00178976,8.9488E-05,0,0.060135939,0.002326688,0,0.006129928,0,0.001029112,0,0.00604044
5/14/2001,7.511190528,0.432353125,0.172100954,0.120065135,0.237487469,0.652680451,0.000455655,0.043013847,0.058141598,0.006789262,0.001002441,0,0,0.087075701,0.0026428,0.000637917,0.009659889,0,0,0.006288041,0.006105779
5/15/2001,4.823103623,0.495396181,0.137721412,0.053828479,0.103047921,0.380604982,0.001226258,0.020381247,0.040508785,0.002959932,0.00241023,0.001226258,0.000549702,0.055942716,0.00338278,0.000465132,0.0049896,0,0.00088798,0.005074169,0.004355329
5/16/2001,10.63405829,0.589422932,0.299369474,0.054960024,0.089160225,1.253550817,0.001754954,0.037624502,0.034970669,0.003338693,0.002782244,8.56075E-05,0.000214019,0.066474234,0.005906918,0.001797758,0.008945985,0,0,0,0.005393273
5/17/2001,13.90256323,1.081061594,0.322946439,0.077068284,0.112614246,1.46313781,0.004058573,0.041165525,0.040095132,0.007180552,0.005797961,0.000624396,0.000267598,0.099189736,0.007180552,0.006779155,0.011863521,0,0.000668996,0.023414843,0.007135952
5/18/2001,10.42514139,0.68905,0.162699828,0.064106167,0.106302631,1.41385204,0,0.031286695,0.02583181,0.002524575,0.00265982,0,0,0.052024273,0.002434411,0.002163921,0.004463088,0.001893431,0.000495899,0.007077826,0.002975392
5/19/2001,9.461162044,0.510350694,0.334792323,0.052554077,0.077551539,1.382309335,0.001370976,0.028561999,0.033406114,0.00173657,0.004295725,0.000685488,0,0.050589012,0.010328019,0.008225856,0.013572662,0,0.000822586,0.00173657,0.005895197
5/20/2001,7.308967947,0.249235764,0.143679558,0.050811409,0.064243817,0.938165715,0.003991099,0.017466422,0.014204879,0.002403242,0.002231582,0.000214575,0,0.041155524,0.003604863,0.025920685,0.013947388,0,0,0,0.023817848
5/21/2001,8.19431987,0.782804861,0.25736075,0.090830677,0.163306078,1.066540434,0.006147083,0.029101926,0.057859958,0.006963829,0.027941287,0.001160638,0,0.08120168,0.014529469,0.001375571,0.013583764,0,0,0.005588257,0.006147083
5/22/2001,8.227184729,0.936262153,0.463942637,0.066435068,0.110548659,0.830306011,0.011601874,0.040584504,0.052803968,0.003617314,0.006396471,0.000749931,0,0.091315133,0.022453818,0.014469258,0.028673834,0,0,0.003308519,0.004940722
5/23/2001,11.16473541,1.149807639,0.482891811,0.080489372,0.156314625,1.046406255,0.006440927,0.045886049,0.073115621,0.005863464,0.006574187,0.000355361,0,0.102033161,0.015591484,0.002221009,0.024964143,0,0.00248753,0.021499369,0.010261062
5/24/2001,10.64651614,1.170722222,0.415572709,0.081335754,0.197003031,0.96672037,0.00447001,0.041059579,0.073317385,0.006681974,0.010322498,0.00018433,0,0.098201979,0.023179538,0.003179698,0.023456033,9.21652E-05,0.000138248,0.005575992,0.01142848
5/25/2001,8.601851167,0.980435764,0.370268629,0.077459886,0.126304568,0.751213927,0.001772241,0.034926109,0.045473103,0.005359947,0.014826306,0.000302578,0,0.070673501,0.005878652,0.002939326,0.007348315,0,0.00337158,0.019408197,0.002982551
5/26/2001,8.173623418,0.627081597,0.382654851,0.065101709,0.109519372,0.87142593,0.003049571,0.036639047,0.030937676,0.003182161,0.007380845,0,0.000309377,0.060019091,0.006054945,0.001988851,0.006673699,0,0.00013259,0.026606401,0.002651801
5/27/2001,11.99689241,0.785529861,0.318629072,0.023979984,0.035903733,1.282156318,0.00022081,0.019210485,0.018503892,0.001987292,0.007419222,0.001545671,0,0.046767593,0.012365369,0.00260556,0.005917712,0,0.002517236,0.017002383,0.001457347
5/28/2001,15.7336204,0.608878472,0.286868835,0.049438525,0.032332079,2.022053603,0.001029969,0.029063046,0.013210476,0.002239064,0.002866001,0.000268688,0,0.037750613,0.001970376,0.003045127,0.006269378,0,0.000223906,0.010075786,0.005060284
5/29/2001,9.433485687,0.664862847,0.154619377,0.037296514,0.057510304,1.179490759,0.000322316,0.017451085,0.015517192,0.002486434,0.000920902,0.000828811,0,0.043282375,0.000460451,0.002854795,0.006031905,0,0,0,0.006998852
5/30/2001,3.011601836,0.280852778,0.062698355,0.038658352,0.119819768,0.216233276,0.003802461,0.016139334,0.020322041,0.003337716,4.22496E-05,0.00097174,0,0.027800214,0.000380246,0,0.008238665,0,0,0.009168156,0.001816731
5/31/2001,4.411546893,0.338991319,0.09529269,0.06134385,0.097739453,0.302830643,0.001048613,0.023331635,0.030934078,0.004194451,0.001703996,0.000611691,8.73844E-05,0.053173408,0.00039323,0.004150759,0.005330448,0,0,0.002315687,0.005024603
6/1/2001,7.377361936,0.545974653,0.119492327,0.062148351,0.118522636,0.542806346,0.003393917,0.030368946,0.03058933,0.006170758,0.00167492,0.000352615,0,0.061090507,0.002864995,0.003614301,0.010225828,0,0.000484845,0,0.00753714
6/2/2001,8.14337214,0.580430556,0.220131135,0.025457948,0.03275708,1.063136357,0.000934645,0.017135157,0.012506439,0.001824783,0.003070976,0.00071211,0,0.039388608,0.005118294,0.005073787,0.007477159,0.002047317,0.001735769,0.023722179,0.003649566
6/3/2001,12.577363,0.794229167,0.247939524,0.035634205,0.018998849,1.738031065,0.001681716,0.022544089,0.019407915,0.003681595,0.009772135,0.000863584,0,0.049769712,0.005454215,0,0.013726441,0,0.000681777,0.006499606,0.001681716
6/4/2001,8.834296113,0.4221625,0.143295457,0.041812142,0.026703908,1.095706638,0.001481199,0.017859032,0.012653674,0.00097336,0.00016928,0.00097336,0,0.028735267,0,0.001184959,0.003597198,0,0,0.009860556,0.002496879
6/5/2001,6.630660428,0.489604167,0.087013535,0.031559535,0.059479232,0.597361618,0.000214108,0.022952389,0.018027903,0.001969795,0.000727968,0,0,0.041108756,0.000428216,0.002654941,0.002826227,0,0,0.022609816,0.00740814
6/6/2001,5.416703336,0.505758229,0.03934109,0.046612051,0.082534059,0.334637305,0.001471504,0.026876586,0.026833307,0.001514783,0.002596772,0.000562634,0,0.051545917,0.002553492,0.004371232,0.00913198,0,0,0,0.005972575
6/7/2001,7.755165502,0.772994565,0.080502946,0.08224524,0.1375966,0.426415437,0.001250878,0.03238881,0.037839065,0.006611785,0.00285915,0.000580765,0.000804136,0.080994362,0.001340227,0.001072181,0.010677139,0,0.001027507,0,0.003931331
6/8/2001,8.75976217,1.011993056,0.067583408,0.099742224,0.218897669,0.422282904,0.00181432,0.048170187,0.048578409,0.006214045,0.003628639,0.00090716,0.001406098,0.111444586,0.001859678,0.002222542,0.012337374,0,0,0.013380608,0.004535799
6/9/2001,7.052469038,0.518960417,0.079128567,0.064039942,0.117630577,0.287247538,0.001474176,0.040062902,0.029396805,0.003598724,0.004249096,4.33581E-05,0,0.070110078,0.00277492,0.001821041,0.005463123,0,0.000607014,0.001127311,4.33581E-05
